,number,value,datetime_start,datetime_complete,duration,params_batcher,params_hidden_dim,params_k,params_learning_rate,state
30,30,-2.989693121861397,2024-05-25 11:37:17.938608,2024-05-25 11:37:28.892061,0 days 00:00:10.953453,True,288,4,0.0028294038612916524,COMPLETE
31,31,-0.8277726293823685,2024-05-25 11:37:28.893066,2024-05-25 11:37:39.359438,0 days 00:00:10.466372,True,160,4,0.0010925586934192317,COMPLETE
32,32,-2.669814033158936,2024-05-25 11:37:39.360438,2024-05-25 11:37:50.066370,0 days 00:00:10.705932,True,176,5,0.0036141883412868416,COMPLETE
33,33,-1.668040587850875,2024-05-25 11:37:50.067372,2024-05-25 11:37:59.633817,0 days 00:00:09.566445,True,48,4,0.0009725911186750605,COMPLETE
34,34,-2.02509713617394,2024-05-25 11:37:59.634810,2024-05-25 11:38:10.881413,0 days 00:00:11.246603,True,448,5,0.0017851256942518795,COMPLETE
35,35,-1.5761659688483802,2024-05-25 11:38:10.882412,2024-05-25 11:38:20.732097,0 days 00:00:09.849685,True,128,4,0.005994510569356619,COMPLETE
36,36,-1.222874703498778,2024-05-25 11:38:20.734099,2024-05-25 11:38:31.670492,0 days 00:00:10.936393,True,208,5,0.0034906906625434744,COMPLETE
37,37,-3.1442329566719196,2024-05-25 11:38:31.671493,2024-05-25 11:38:42.101910,0 days 00:00:10.430417,True,256,4,0.003449879584465284,COMPLETE
38,38,-104.67782700699271,2024-05-25 11:38:42.103911,2024-05-25 11:38:53.216593,0 days 00:00:11.112682,False,448,4,1.236510076553807e-05,COMPLETE
39,39,-1033.5858058113633,2024-05-25 11:38:53.217592,2024-05-25 11:39:04.064287,0 days 00:00:10.846695,True,512,5,0.00604531674621906,COMPLETE
40,40,-2.179400271360479,2024-05-25 11:39:04.066285,2024-05-25 11:39:14.449791,0 days 00:00:10.383506,True,320,3,0.0007135661193747652,COMPLETE
41,41,-1.1776129381093796,2024-05-25 11:39:14.450791,2024-05-25 11:39:24.927600,0 days 00:00:10.476809,True,160,4,0.0013017102898371033,COMPLETE
42,42,-0.9104689141462059,2024-05-25 11:39:24.928599,2024-05-25 11:39:35.385035,0 days 00:00:10.456436,True,160,3,0.0010090159583099293,COMPLETE
43,43,-1.6336257176035478,2024-05-25 11:39:35.386034,2024-05-25 11:39:45.557024,0 days 00:00:10.170990,True,128,3,0.0015776612892206268,COMPLETE
44,44,-2.3949350494595008,2024-05-25 11:39:45.558024,2024-05-25 11:39:55.584704,0 days 00:00:10.026680,True,64,2,0.0008755504207418829,COMPLETE
45,45,-0.42498266014882535,2024-05-25 11:39:55.585703,2024-05-25 11:40:05.382346,0 days 00:00:09.796643,True,176,1,0.0024440317005369225,COMPLETE
46,46,-0.2359639459570484,2024-05-25 11:40:05.383346,2024-05-25 11:40:16.027079,0 days 00:00:10.643733,True,192,1,0.007198106375309787,COMPLETE
47,47,-1.509482839474921,2024-05-25 11:40:16.029083,2024-05-25 11:40:26.740271,0 days 00:00:10.711188,True,256,1,0.007375586290675018,COMPLETE
48,48,-7.736065823956745,2024-05-25 11:40:26.741271,2024-05-25 11:40:37.525096,0 days 00:00:10.783825,False,400,1,0.0076553672364935285,COMPLETE
49,49,-1.0905405594685393,2024-05-25 11:40:37.527095,2024-05-25 11:40:47.708906,0 days 00:00:10.181811,True,192,1,0.004462199912767242,COMPLETE
